team,hasla_team,match_source,match_score,needs_review
Saint Francis Red Flash,St. Francis (PA),alias_exact,1.0,False
Saint Joseph's,Saint Joe's,normalized_exact,1.0,False
Saint Joseph's Hawks,Saint Joe's,alias_exact,1.0,False
Saint Louis,Saint Louis,normalized_exact,1.0,False
Saint Louis Billikens,Saint Louis,alias_exact,1.0,False
Saint Mary's,Saint Mary's,normalized_exact,1.0,False
Saint Mary's Gaels,Saint Mary's,alias_exact,1.0,False
Saint Peter's,St. Peter's,normalized_exact,1.0,False
Saint Peter's Peacocks,St. Peter's,alias_exact,1.0,False
Sam Houston Bearkats,Sam Houston,alias_exact,1.0,False
Sam Houston St.,Sam Houston,alias_exact,1.0,False
Samford,Samford,normalized_exact,1.0,False
Samford Bulldogs,Samford,alias_exact,1.0,False
San Diego,San Diego,normalized_exact,1.0,False
San Diego St.,San Diego State,normalized_exact,1.0,False
San Diego State Aztecs,San Diego State,alias_exact,1.0,False
San Diego Toreros,San Diego,alias_exact,1.0,False
San Francisco,San Francisco,normalized_exact,1.0,False
San Francisco Dons,San Francisco,alias_exact,1.0,False
San Jose St.,San Jose State,normalized_exact,1.0,False
San José State Spartans,San Jose State,alias_fuzzy,0.9091,False
Santa Clara,Santa Clara,normalized_exact,1.0,False
Santa Clara Broncos,Santa Clara,alias_exact,1.0,False
Seattle,Seattle,normalized_exact,1.0,False
Seattle U Redhawks,Seattle,alias_exact,1.0,False
Seton Hall,Seton Hall,normalized_exact,1.0,False
Seton Hall Pirates,Seton Hall,alias_exact,1.0,False
Siena,Siena,normalized_exact,1.0,False
Siena Saints,Siena,alias_exact,1.0,False
South Alabama,South Alabama,normalized_exact,1.0,False
South Alabama Jaguars,South Alabama,alias_exact,1.0,False
South Carolina,South Carolina,normalized_exact,1.0,False
South Carolina Gamecocks,South Carolina,alias_exact,1.0,False
South Carolina St.,South Carolina,alias_exact,1.0,False
South Carolina State Bulldogs,South Carolina,alias_exact,1.0,False
South Carolina Upstate Spartans,South Carolina,alias_exact,1.0,False
South Dakota,South Dakota,normalized_exact,1.0,False
South Dakota Coyotes,South Dakota,alias_exact,1.0,False
South Dakota St.,South Dakota St.,normalized_exact,1.0,False
South Dakota State Jackrabbits,South Dakota St.,alias_exact,1.0,False
South Florida,USF,normalized_exact,1.0,False
South Florida Bulls,USF,alias_exact,1.0,False
Southeast Missouri St.,SE Missouri St.,normalized_exact,1.0,False
Southeast Missouri State Redhawks,SE Missouri St.,alias_exact,1.0,False
Southeastern Louisiana,SE Louisiana,normalized_exact,1.0,False
Southern,Southern,normalized_exact,1.0,False
Southern Illinois,Southern,alias_exact,1.0,False
Southern Illinois Salukis,Southern,alias_exact,1.0,False
Southern Indiana,Southern,alias_exact,1.0,False
Southern Indiana Screaming Eagles,S. Indiana,alias_exact,1.0,False
Southern Jaguars,Southern,alias_exact,1.0,False
Southern Miss,Southern Miss,normalized_exact,1.0,False
Southern Miss Golden Eagles,Southern Miss,alias_exact,1.0,False
Southern Utah,Southern Utah,normalized_exact,1.0,False
Southern Utah Thunderbirds,Southern Utah,alias_exact,1.0,False
St. Bonaventure,St. Bonaventure,normalized_exact,1.0,False
St. Bonaventure Bonnies,St. Bonaventure,alias_exact,1.0,False
St. John's,St. John's,normalized_exact,1.0,False
St. John's Red Storm,St. John's,alias_exact,1.0,False
St. Thomas,St. Thomas,normalized_exact,1.0,False
St. Thomas-Minnesota Tommies,St. Thomas,alias_exact,1.0,False
Stanford,Stanford,normalized_exact,1.0,False
Stanford Cardinal,Stanford,alias_exact,1.0,False
Stephen F. Austin,Stephen F. Austin,normalized_exact,1.0,False
Stephen F. Austin Lumberjacks,Stephen F. Austin,alias_exact,1.0,False
Stetson,Stetson,normalized_exact,1.0,False
Stetson Hatters,Stetson,alias_exact,1.0,False
Stonehill,Stonehill,normalized_exact,1.0,False
Stonehill Skyhawks,Stonehill,alias_exact,1.0,False
Stony Brook,Stony Brook,normalized_exact,1.0,False
Stony Brook Seawolves,Stony Brook,alias_exact,1.0,False
Syracuse,Syracuse,normalized_exact,1.0,False
Syracuse Orange,Syracuse,alias_exact,1.0,False
TCU,TCU,normalized_exact,1.0,False
TCU Horned Frogs,TCU,alias_exact,1.0,False
Tarleton St.,Tarleton,alias_exact,1.0,False
Tarleton State Texans,Tarleton,alias_exact,1.0,False
Temple,Temple,normalized_exact,1.0,False
Temple Owls,Temple,alias_exact,1.0,False
Tennessee,Tennessee,normalized_exact,1.0,False
Tennessee Martin,UT Martin,normalized_exact,1.0,False
Tennessee St.,Tennessee St.,normalized_exact,1.0,False
Tennessee State Tigers,Tennessee St.,alias_exact,1.0,False
Tennessee Tech,Tennessee,alias_exact,1.0,False
Tennessee Tech Golden Eagles,Tenn. Tech,alias_exact,1.0,False
Tennessee Volunteers,Tennessee,alias_exact,1.0,False
Texas,Texas,normalized_exact,1.0,False
Texas A&M,Texas A&M,normalized_exact,1.0,False
Texas A&M Aggies,Texas A&M,alias_exact,1.0,False
Texas A&M Corpus Chris,Texas A&M,alias_exact,1.0,False
Texas A&M-Corpus Christi Islanders,Texas A&M-CC,alias_exact,1.0,False
Texas Longhorns,Texas,alias_exact,1.0,False
Texas Southern,Texas Southern,normalized_exact,1.0,False
Texas Southern Tigers,Texas Southern,alias_exact,1.0,False
Texas St.,Texas State,normalized_exact,1.0,False
Texas State Bobcats,Texas State,alias_exact,1.0,False
Texas Tech,Texas Tech,normalized_exact,1.0,False
Texas Tech Red Raiders,Texas Tech,alias_exact,1.0,False
The Citadel,The Citadel,normalized_exact,1.0,False
The Citadel Bulldogs,The Citadel,alias_exact,1.0,False
Toledo,Toledo,normalized_exact,1.0,False
Toledo Rockets,Toledo,alias_exact,1.0,False
Towson,Towson,normalized_exact,1.0,False
Towson Tigers,Towson,alias_exact,1.0,False
Troy,Troy,normalized_exact,1.0,False
Troy Trojans,Troy,alias_exact,1.0,False
Tulane,Tulane,normalized_exact,1.0,False
Tulane Green Wave,Tulane,alias_exact,1.0,False
Tulsa,Tulsa,normalized_exact,1.0,False
Tulsa Golden Hurricane,Tulsa,alias_exact,1.0,False
UAB,UAB,normalized_exact,1.0,False
UAB Blazers,UAB,alias_exact,1.0,False
UAlbany Great Danes,Albany,alias_fuzzy,0.9231,False
UC Davis,UC Davis,normalized_exact,1.0,False
UC Davis Aggies,UC Davis,alias_exact,1.0,False
UC Irvine,UC Irvine,normalized_exact,1.0,False
UC Irvine Anteaters,UC Irvine,alias_exact,1.0,False
UC Riverside,UC Riverside,normalized_exact,1.0,False
UC Riverside Highlanders,UC Riverside,alias_exact,1.0,False
UC San Diego,UC San Diego,normalized_exact,1.0,False
UC San Diego Tritons,UC San Diego,alias_exact,1.0,False
UC Santa Barbara,UCSB,normalized_exact,1.0,False
UC Santa Barbara Gauchos,UCSB,alias_exact,1.0,False
UCF,UCF,normalized_exact,1.0,False
UCF Knights,UCF,alias_exact,1.0,False
UCLA,UCLA,normalized_exact,1.0,False
UCLA Bruins,UCLA,alias_exact,1.0,False
UConn Huskies,UConn,alias_exact,1.0,False
UIC Flames,UIC,alias_exact,1.0,False
UL Monroe Warhawks,UL Monroe,alias_exact,1.0,False
UMBC,UMBC,normalized_exact,1.0,False
UMBC Retrievers,UMBC,alias_exact,1.0,False
UMKC,Kansas City,normalized_exact,1.0,False
UMass Lowell,UMass Lowell,normalized_exact,1.0,False
UMass Lowell River Hawks,UMass Lowell,alias_exact,1.0,False
UNC Asheville,UNC Asheville,normalized_exact,1.0,False
UNC Asheville Bulldogs,UNC Asheville,alias_exact,1.0,False
UNC Greensboro,UNCG,normalized_exact,1.0,False
UNC Greensboro Spartans,UNCG,alias_exact,1.0,False
UNC Wilmington,UNC Wilmington,normalized_exact,1.0,False
UNC Wilmington Seahawks,UNC Wilmington,alias_exact,1.0,False
UNLV,UNLV,normalized_exact,1.0,False
UNLV Rebels,UNLV,alias_exact,1.0,False
USC,USC,normalized_exact,1.0,False
USC Trojans,USC,alias_exact,1.0,False
USC Upstate,USC Upstate,normalized_exact,1.0,False
UT Arlington,UT Arlington,normalized_exact,1.0,False
UT Arlington Mavericks,UT Arlington,alias_exact,1.0,False
UT Martin Skyhawks,UT Martin,alias_exact,1.0,False
UT Rio Grande Valley,UTRGV,normalized_exact,1.0,False
UT Rio Grande Valley Vaqueros,UTRGV,alias_exact,1.0,False
UTEP,UTEP,normalized_exact,1.0,False
UTEP Miners,UTEP,alias_exact,1.0,False
UTSA,UTSA,normalized_exact,1.0,False
UTSA Roadrunners,UTSA,alias_exact,1.0,False
Utah,Utah,normalized_exact,1.0,False
Utah St.,Utah State,normalized_exact,1.0,False
Utah State Aggies,Utah State,alias_exact,1.0,False
Utah Tech,Utah Tech,normalized_exact,1.0,False
Utah Tech Trailblazers,Utah Tech,alias_exact,1.0,False
Utah Utes,Utah,alias_exact,1.0,False
Utah Valley,Utah Valley,normalized_exact,1.0,False
Utah Valley Wolverines,Utah Valley,alias_exact,1.0,False
VCU,VCU,normalized_exact,1.0,False
VCU Rams,VCU,alias_exact,1.0,False
VMI,VMI,normalized_exact,1.0,False
VMI Keydets,VMI,alias_exact,1.0,False
Valparaiso,Valparaiso,normalized_exact,1.0,False
Valparaiso Beacons,Valparaiso,alias_exact,1.0,False
Vanderbilt,Vanderbilt,normalized_exact,1.0,False
Vanderbilt Commodores,Vanderbilt,alias_exact,1.0,False
Vermont,Vermont,normalized_exact,1.0,False
Vermont Catamounts,Vermont,alias_exact,1.0,False
Villanova,Villanova,normalized_exact,1.0,False
Villanova Wildcats,Villanova,alias_exact,1.0,False
Virginia,Virginia,normalized_exact,1.0,False
Virginia Cavaliers,Virginia,alias_exact,1.0,False
Virginia Tech,Virginia Tech,normalized_exact,1.0,False
Virginia Tech Hokies,Virginia Tech,alias_exact,1.0,False
Virginia-Lynchburg Dragons,,unmatched,0.0,True
Wagner,Wagner,normalized_exact,1.0,False
Wagner Seahawks,Wagner,alias_exact,1.0,False
Wake Forest,Wake Forest,normalized_exact,1.0,False
Wake Forest Demon Deacons,Wake Forest,alias_exact,1.0,False
Washington,Washington,normalized_exact,1.0,False
Washington Huskies,Washington,alias_exact,1.0,False
Washington St.,Washington St.,normalized_exact,1.0,False
Washington State Cougars,Washington St.,alias_exact,1.0,False
Weber St.,Weber State,normalized_exact,1.0,False
Weber State Wildcats,Weber State,alias_exact,1.0,False
West Georgia,West Georgia,normalized_exact,1.0,False
West Georgia Wolves,West Georgia,alias_exact,1.0,False
West Virginia,West Virginia,normalized_exact,1.0,False
West Virginia Mountaineers,West Virginia,alias_exact,1.0,False
Western Carolina,W. Carolina,normalized_exact,1.0,False
Western Carolina Catamounts,W. Carolina,alias_exact,1.0,False
Western Illinois,W. Illinois,normalized_exact,1.0,False
Western Illinois Leathernecks,W. Illinois,alias_exact,1.0,False
Western Kentucky,W. Kentucky,normalized_exact,1.0,False
Western Kentucky Hilltoppers,W. Kentucky,alias_exact,1.0,False
Western Michigan,W. Michigan,normalized_exact,1.0,False
Western Michigan Broncos,W. Michigan,alias_exact,1.0,False
Wichita St.,Wichita State,normalized_exact,1.0,False
Wichita State Shockers,Wichita State,alias_exact,1.0,False
William & Mary,William & Mary,normalized_exact,1.0,False
William & Mary Tribe,William & Mary,alias_exact,1.0,False
Winthrop,Winthrop,normalized_exact,1.0,False
Winthrop Eagles,Winthrop,alias_exact,1.0,False
Wisconsin,Wisconsin,normalized_exact,1.0,False
Wisconsin Badgers,Wisconsin,alias_exact,1.0,False
Wofford,Wofford,normalized_exact,1.0,False
Wofford Terriers,Wofford,alias_exact,1.0,False
Wright St.,Wright State,normalized_exact,1.0,False
Wright State Raiders,Wright State,alias_exact,1.0,False
Wyoming,Wyoming,normalized_exact,1.0,False
Wyoming Cowboys,Wyoming,alias_exact,1.0,False
Xavier,Xavier,normalized_exact,1.0,False
Xavier Musketeers,Xavier,alias_exact,1.0,False
Yale,Yale,normalized_exact,1.0,False
Yale Bulldogs,Yale,alias_exact,1.0,False
Youngstown St.,Youngstown St.,normalized_exact,1.0,False
Youngstown State Penguins,Youngstown St.,alias_exact,1.0,False
